"","Gene","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","Transcript.stable.ID","Transcript.start..bp.","Transcript.end..bp.","length"
"2660","MGG_03377",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,"MGG_03377T0",2093534,2095007,1473
"2661","MGG_03378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,1,0,1,2,0,"MGG_03378T0",2088146,2093350,5204
"2662","MGG_03379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"MGG_03379T0",2086072,2088240,2168
"2663","MGG_03380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03380T0",2082930,2083778,848
"2664","MGG_03381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03381T0",2081794,2082594,800
"2665","MGG_03382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03382T0",2077819,2079846,2027
"2666","MGG_03383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03383T0",2075561,2077502,1941
"2667","MGG_03384",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,2,3,2,0,2,1,0,"MGG_03384T0",2068138,2071450,3312
"2668","MGG_03385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03385T0",2064035,2065141,1106
"2669","MGG_03388",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,"MGG_03388T0",2056518,2058245,1727
"2670","MGG_03389",0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,0,2,9,1,1,4,4,0,"MGG_03389T0",2053967,2055863,1896
"2671","MGG_03390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,"MGG_03390T0",2051611,2053793,2182
"2672","MGG_03392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"MGG_03392T0",2045650,2047987,2337
"2673","MGG_03393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,"MGG_03393T0",2040719,2043277,2558
"2674","MGG_03394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03394T0",2038902,2040685,1783
"2675","MGG_03395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"MGG_03395T0",2037326,2038229,903
"2676","MGG_03396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03396T0",2033916,2036901,2985
"2677","MGG_03397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03397T0",2031802,2033485,1683
"2678","MGG_03398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03398T0",2030702,2031373,671
"2679","MGG_03399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03399T0",2029262,2030709,1447
"2680","MGG_03401",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,2,1,1,"MGG_03401T0",2005930,2015207,9277
"2681","MGG_03403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03403T0",2000442,2001419,977
"2682","MGG_03404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,"MGG_03404T0",1998189,1999972,1783
"2683","MGG_03406",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,2,3,2,2,7,2,0,"MGG_03406T0",1991491,1995373,3882
"2684","MGG_03407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"MGG_03407T0",1987185,1990272,3087
"2685","MGG_03411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,2,0,"MGG_03411T0",1960286,1962607,2321
"2686","MGG_03412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"MGG_03412T0",1958568,1960274,1706
"2687","MGG_03413",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,4,0,0,"MGG_03413T0",1952701,1955430,2729
"2688","MGG_03414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03414T0",1947199,1948565,1366
"2689","MGG_03415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03415T0",1943706,1947005,3299
"2690","MGG_03416",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,"MGG_03416T0",1942770,1943494,724
"2691","MGG_03417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03417T0",1940967,1942221,1254
"2692","MGG_03418",0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0,1,3,0,1,2,6,1,"MGG_03418T0",1937686,1939836,2150
"2693","MGG_03419",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,4,0,0,1,0,0,"MGG_03419T0",1935190,1937124,1934
"2694","MGG_03421",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"MGG_03421T0",1917005,1918060,1055
"2695","MGG_03422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03422T0",1914666,1916366,1700
"2696","MGG_03423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03423T0",1913437,1914470,1033
"2697","MGG_03424",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03424T0",1911131,1912707,1576
"2698","MGG_03425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03425T0",1907436,1909218,1782
"2699","MGG_03426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03426T0",1905897,1906791,894
"2700","MGG_03427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03427T0",1903830,1905624,1794
"2701","MGG_03428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03428T0",1898998,1900055,1057
"2702","MGG_03429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"MGG_03429T0",1896428,1897912,1484
"2703","MGG_03430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03430T0",1894293,1895948,1655
"2704","MGG_03431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"MGG_03431T0",1891369,1892899,1530
"2705","MGG_03432",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,"MGG_03432T0",1888737,1891014,2277
"2706","MGG_03433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03433T0",1884913,1886854,1941
"2707","MGG_03434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"MGG_03434T0",1876645,1878284,1639
"2708","MGG_03435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,"MGG_03435T0",1872000,1875298,3298
"2709","MGG_03436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03436T0",1872045,1873000,955
"2710","MGG_03437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03437T0",1869339,1871332,1993
"2711","MGG_03438",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,1,"MGG_03438T0",1866045,1868367,2322
"2712","MGG_03439",0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,15,1,8,0,0,0,1,2,0,"MGG_03439T0",1863702,1865100,1398
"2713","MGG_03440",0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03440T0",1854821,1856061,1240
"2714","MGG_03441",0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,1,1,12,4,1,5,3,4,"MGG_03441T0",1848519,1852725,4206
"2715","MGG_03442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,"MGG_03442T0",1844972,1846739,1767
"2716","MGG_03443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03443T0",1842140,1844960,2820
"2717","MGG_03444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"MGG_03444T0",1840286,1841606,1320
"2718","MGG_03446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"MGG_03446T0",1828770,1832655,3885
"2719","MGG_03448",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,2,6,0,8,2,0,"MGG_03448T0",1821676,1823735,2059
"2720","MGG_03449",0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,2,2,4,2,4,3,0,"MGG_03449T0",1819026,1821443,2417
"2721","MGG_03451",0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,10,0,1,11,11,3,6,12,1,"MGG_03451T0",1813450,1817180,3730
"2722","MGG_03454",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"MGG_03454T0",1806901,1808530,1629
"2723","MGG_03455",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,3,"MGG_03455T0",1804848,1806858,2010
"2724","MGG_03456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03456T0",1802359,1803981,1622
"2725","MGG_03457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03457T0",1801158,1802000,842
"2726","MGG_03458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,2,0,"MGG_03458T0",1796462,1798509,2047
"2727","MGG_03459",0,0,0,0,0,0,0,0,2,0,0,2,1,0,4,1,1,2,2,1,2,8,2,0,"MGG_03459T0",1789402,1795367,5965
"2728","MGG_03460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03460T0",1787994,1789155,1161
"2729","MGG_03461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03461T0",1783808,1784901,1093
"2730","MGG_03462",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,"MGG_03462T0",1780744,1785018,4274
"2731","MGG_03463",0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,1,0,1,0,"MGG_03463T0",1776900,1780667,3767
"2732","MGG_03464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,"MGG_03464T0",1775610,1776569,959
"2733","MGG_03465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,1,0,0,"MGG_03465T0",1767066,1769458,2392
"2734","MGG_03466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03466T0",1765767,1766469,702
"2735","MGG_03468",0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,1,1,0,1,2,0,0,"MGG_03468T0",1762511,1763635,1124
"2736","MGG_03469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,16,4,0,7,3,2,"MGG_03469T0",1758138,1759305,1167
"2737","MGG_03470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03470T0",1755788,1758085,2297
"2738","MGG_03471",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03471T0",1752869,1754044,1175
"2739","MGG_03473",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,"MGG_03473T0",1748489,1750356,1867
"2740","MGG_03474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"MGG_03474T0",1746349,1748341,1992
"2741","MGG_03476",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"MGG_03476T0",1743993,1746186,2193
"2742","MGG_03477",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,5,2,2,15,10,2,"MGG_03477T0",1741660,1742911,1251
"2743","MGG_03478",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,2,2,1,1,"MGG_03478T0",1740043,1740880,837
"2744","MGG_03479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,4,5,0,"MGG_03479T0",1738414,1740128,1714
"2745","MGG_03480",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,2,6,6,4,3,19,8,1,"MGG_03480T0",1734537,1738074,3537
"2746","MGG_03481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,3,1,0,1,1,2,"MGG_03481T0",1724797,1727931,3134
"2747","MGG_03482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03482T0",1723357,1724597,1240
"2748","MGG_03483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,1,9,2,4,8,10,0,"MGG_03483T0",1722196,1723550,1354
"2749","MGG_03484",0,0,0,0,0,0,0,0,2,0,0,0,5,1,6,14,3,2,26,1,0,9,18,3,"MGG_03484T0",1720727,1722070,1343
"2750","MGG_03485",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4,2,0,5,3,0,"MGG_03485T0",1715364,1720084,4720
"2751","MGG_03486",0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,2,1,0,1,0,0,3,0,"MGG_03486T0",1713271,1715174,1903
"2752","MGG_03487",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"MGG_03487T0",1708998,1713643,4645
"2753","MGG_03488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03488T0",1706609,1708793,2184
"2754","MGG_03489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03489T0",1704781,1705284,503
"2755","MGG_03491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"MGG_03491T0",1696215,1698562,2347
"2756","MGG_03492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,2,1,0,"MGG_03492T0",1693552,1695913,2361
"2757","MGG_03493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"MGG_03493T0",1691325,1693133,1808
"2758","MGG_03494",0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,6,3,1,1,3,1,2,3,1,"MGG_03494T0",1688851,1690991,2140
"2759","MGG_03495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03495T0",1687755,1688810,1055
"2760","MGG_03496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03496T0",1685796,1687450,1654
"2761","MGG_03497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03497T0",1684086,1685826,1740
"2762","MGG_03498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"MGG_03498T0",1681297,1683219,1922
"2763","MGG_03499",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,"MGG_03499T0",1680296,1681024,728
"2764","MGG_03501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"MGG_03501T0",1674510,1675945,1435
"2765","MGG_03502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,3,1,"MGG_03502T0",1669286,1671964,2678
"2766","MGG_03503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03503T0",1667203,1668358,1155
"2767","MGG_03504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03504T0",1664815,1666590,1775
"2768","MGG_03505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03505T0",1663148,1663871,723
"2769","MGG_03506",0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,3,2,2,2,2,1,4,4,0,"MGG_03506T0",1660843,1662672,1829
"2770","MGG_03507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03507T0",1659008,1659924,916
"2771","MGG_03508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"MGG_03508T0",1654334,1657369,3035
"2772","MGG_03509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03509T0",1650649,1652220,1571
"2773","MGG_03510",0,0,0,0,0,0,1,0,0,0,0,0,4,1,3,0,0,1,6,3,0,1,3,0,"MGG_03510T0",1645031,1650423,5392
"2774","MGG_03511",0,0,0,0,0,1,1,0,0,0,0,1,6,2,7,22,6,3,13,14,6,12,12,2,"MGG_03511T0",1640154,1644792,4638
"2775","MGG_03512",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,1,1,5,1,5,12,4,2,"MGG_03512T0",1638583,1640246,1663
"2776","MGG_03513",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,"MGG_03513T0",1635766,1638450,2684
"2777","MGG_03516",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,1,11,6,1,12,16,1,"MGG_03516T0",1621995,1627133,5138
"2778","MGG_03517",0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,3,1,3,5,0,4,6,3,"MGG_03517T0",1617077,1619850,2773
"2779","MGG_03518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,1,"MGG_03518T0",1614239,1616984,2745
"2780","MGG_03519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03519T0",1611648,1613798,2150
"2781","MGG_03520",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,1,0,"MGG_03520T0",1610620,1611102,482
"2782","MGG_03521",0,0,0,0,3,0,1,1,4,1,1,1,3,8,9,22,2,2,23,7,6,24,33,5,"MGG_03521T0",1605784,1608803,3019
"2783","MGG_03522",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,1,0,"MGG_03522T0",1603504,1605634,2130
"2784","MGG_03523",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,1,1,3,2,0,"MGG_03523T0",1600863,1603456,2593
"2785","MGG_03524",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,0,6,1,1,4,4,1,"MGG_03524T0",1598885,1600818,1933
"2786","MGG_03525",0,0,0,0,0,0,1,0,4,0,1,0,6,1,7,20,2,1,10,1,2,14,16,3,"MGG_03525T0",1596763,1598924,2161
"2787","MGG_03526",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,3,0,0,0,2,0,"MGG_03526T0",1594542,1596479,1937
"2788","MGG_03527",0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,1,2,3,0,8,5,0,"MGG_03527T0",1591356,1594784,3428
"2789","MGG_03528",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,3,0,0,1,1,0,"MGG_03528T0",1589775,1590871,1096
"2790","MGG_03529",0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,1,9,0,1,2,3,0,"MGG_03529T0",1584826,1587533,2707
"2791","MGG_03530",0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,2,3,10,6,1,10,7,1,"MGG_03530T0",1580529,1584837,4308
"2792","MGG_03531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,4,1,1,6,7,2,"MGG_03531T0",1575342,1577984,2642
"2793","MGG_03532",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"MGG_03532T0",1566252,1570170,3918
"2794","MGG_03535",0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,3,1,1,3,4,0,3,1,0,"MGG_03535T0",1560238,1563356,3118
"2795","MGG_03536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,8,3,2,0,"MGG_03536T0",1557946,1560491,2545
"2796","MGG_03537",0,0,0,0,0,0,2,0,1,1,0,1,2,0,4,15,4,4,17,12,2,18,17,3,"MGG_03537T0",1552078,1557254,5176
"2797","MGG_03538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,7,0,2,7,5,0,"MGG_03538T0",1546245,1551685,5440
"2798","MGG_03539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"MGG_03539T0",1541522,1542819,1297
"2799","MGG_03541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,"MGG_03541T0",1536821,1537192,371
"2800","MGG_03542",0,0,1,0,0,0,1,5,1,0,1,0,1,1,0,13,0,3,13,4,0,6,5,2,"MGG_03542T0",1531879,1536513,4634
"2801","MGG_03543",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,2,0,0,0,"MGG_03543T0",1526228,1528732,2504
"2802","MGG_03544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03544T0",1523210,1526088,2878
"2803","MGG_03545",0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,2,5,6,1,4,8,2,"MGG_03545T0",1517551,1521784,4233
"2804","MGG_03546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,1,1,1,0,"MGG_03546T0",1510782,1514274,3492
"2805","MGG_03548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,2,0,0,2,0,0,"MGG_03548T0",1496845,1502722,5877
"2806","MGG_03549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,"MGG_03549T0",1493791,1496668,2877
"2807","MGG_03550",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,6,0,0,0,0,1,"MGG_03550T0",1491861,1493531,1670
"2808","MGG_03551",0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,9,1,1,9,6,2,6,18,0,"MGG_03551T0",1488877,1492005,3128
"2809","MGG_03552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"MGG_03552T0",1485841,1488615,2774
"2810","MGG_03553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"MGG_03553T0",1485021,1486002,981
"2811","MGG_03554",0,0,0,0,0,1,0,0,1,0,0,1,8,9,10,19,4,11,41,19,3,44,23,9,"MGG_03554T0",1483457,1484708,1251
"2812","MGG_03555",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"MGG_03555T0",1480866,1483339,2473
"2813","MGG_03556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,3,0,0,4,1,0,"MGG_03556T0",1479465,1480631,1166
"2814","MGG_03557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_03557T0",1476421,1479072,2651
"2815","MGG_03558",5,19,9,18,13,34,7,27,9,6,1,14,7,15,5,29,0,1,11,4,0,4,7,1,"MGG_03558T0",1468670,1472801,4131
"2816","MGG_03559",0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,3,0,1,11,1,3,1,4,1,"MGG_03559T0",1465071,1467718,2647
"2817","MGG_03560",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,5,1,1,5,2,1,"MGG_03560T0",1461613,1464690,3077
"2818","MGG_03561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,3,0,0,"MGG_03561T0",1459775,1461412,1637
"2819","MGG_03562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,"MGG_03562T0",1455254,1459182,3928
"2820","MGG_03564",0,0,0,0,0,0,1,0,1,0,1,0,3,2,10,21,5,4,16,7,1,9,10,6,"MGG_03564T0",1450873,1453600,2727
"2821","MGG_03565",0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,2,4,4,0,2,5,1,"MGG_03565T0",1448563,1450947,2384
"2822","MGG_03566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"MGG_03566T0",1446873,1447426,553
"2823","MGG_03567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"MGG_03567T0",1443711,1446323,2612
"2824","MGG_03568",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,4,0,4,2,0,"MGG_03568T0",1440595,1445735,5140
"2825","MGG_03569",0,0,0,0,0,2,2,0,0,0,0,1,2,0,4,2,1,1,3,4,0,9,5,0,"MGG_03569T0",1434138,1436816,2678
"2826","MGG_03572",0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,1,8,10,2,2,7,1,"MGG_03572T0",1424611,1425862,1251
"2827","MGG_03574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"MGG_03574T0",1407375,1409984,2609
"2828","MGG_03575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,"MGG_03575T0",1406756,1407127,371
"2829","MGG_03576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,7,0,0,7,6,1,"MGG_03576T0",1403951,1404986,1035
"2830","MGG_03577",0,0,0,3,0,0,0,3,2,0,0,0,8,12,10,47,5,5,28,9,2,21,10,2,"MGG_03577T0",1402681,1404005,1324
"2831","MGG_03578",0,0,1,2,0,0,1,4,1,0,0,2,19,6,15,44,8,16,39,13,4,25,19,3,"MGG_03578T0",1399520,1400588,1068
"2832","MGG_03579",0,0,0,0,0,1,2,0,0,0,0,0,2,0,2,4,0,1,6,6,2,13,8,0,"MGG_03579T0",1396844,1399552,2708
